FECHA_PROCESO	CUENTA_CONTABLE	COD_1	COD_2	COD_4	COD_6	COD_8	COD_11	NOM_CUENTA	FECHA_COMPROBANTE	NUMERO_COMPROBANTE	TIPO_COMPROBANTE	NOMBRE_COMPROBANTE	DEBITO	CREDITO	NIT_TERCERO	NOMBRE_COMUN	TIPO_PERSONA	DESCRIPCION	USUARIO	CODIGO_PRODUCTO
30/06/20	13020501001	1	13	1302	130205	13020501	13020501001	FONDO COMUN ORDINARIO 1	30/06/20	63	1	INGRESOS	366,61	0	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMEINTOS DEL FCO POSITIVOS	JCLAVIJO	1
30/06/20	51080501001	5	51	5108	510805	51080501	51080501001	POR DISMINUCION DEL VALOR RAZONABLE	30/06/20	64	1	INGRESOS	116,16	0	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMIENTOS NEGATIVOS	JCLAVIJO	1
30/06/20	13020501001	1	13	1302	130205	13020501	13020501001	FONDO COMUN ORDINARIO 1	30/06/20	64	1	INGRESOS	0	116,16	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMIENTOS NEGATIVOS	JCLAVIJO	1
30/06/20	11150504001	1	11	1115	111505	11150504	11150504001	BANCOLOMBIA	30/06/20	106	3	NOTAS CONTABLES	1,2	0	0			 ABONO INTERESES AHORROS	AESPEJO	1
30/06/20	41030501001	4	41	4103	410305	41030501	41030501001	DEPOSITOS A LA VISTA	30/06/20	106	3	NOTAS CONTABLES	0	1,2	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	 ABONO INTERESES AHORROS	AESPEJO	1
31/07/20	41080501001	4	41	4108	410805	41080501	41080501001	POR INCREMENTO EN EL VALOR DE MERCADO	31/07/20	65	1	INGRESOS	0	388,76	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMEINTOS DEL FCO POSITIVOS	LCAMACHO	1
31/07/20	13020501001	1	13	1302	130205	13020501	13020501001	FONDO COMUN ORDINARIO 1	31/07/20	65	1	INGRESOS	388,76	0	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMEINTOS DEL FCO POSITIVOS	LCAMACHO	1
31/07/20	51080501001	5	51	5108	510805	51080501	51080501001	POR DISMINUCION DEL VALOR RAZONABLE	31/07/20	66	1	INGRESOS	12,01	0	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMIENTOS NEGATIVOS	LCAMACHO	1
31/07/20	13020501001	1	13	1302	130205	13020501	13020501001	FONDO COMUN ORDINARIO 1	31/07/20	66	1	INGRESOS	0	12,01	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMIENTOS NEGATIVOS	LCAMACHO	1
31/07/20	11150504001	1	11	1115	111505	11150504	11150504001	BANCOLOMBIA	31/07/20	107	3	NOTAS CONTABLES	1,24	0	0			 ABONO INTERESES AHORROS	AESPEJO	1
31/07/20	41030501001	4	41	4103	410305	41030501	41030501001	DEPOSITOS A LA VISTA	31/07/20	107	3	NOTAS CONTABLES	0	1,24	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	 ABONO INTERESES AHORROS	AESPEJO	1
